"","x5","x4","x3","x2","x1","x7","x6"
"128",-0.561666997297651,2,"hi","a","bobby","b",4
"129",0.826691436173232,2,"lo","b","peter","f",5
"130",-0.301266604255537,3,"med","c","marcia","c",1
"131",-2.39860004742454,4,"med","d","cindy","b",2
"132",-0.615320971379446,1,"lo","b","peter","f",2
"133",1.84682912979966,4,"med","c","marcia","a",1
"134",-0.17461336510889,4,"hi","a","bobby","f",1
"135",-0.251204468282232,3,"hi","b","bobby","d",1
"136",-0.203274474958397,3,"lo","d","peter","d",5
"137",-0.614353227747728,2,"hi","c","marcia","b",4
"138",-999,4,"hi","a","peter","b",1
"139",1.10986918418405,1,"med","d","marcia","c",4
"140",-0.563378941167277,3,"med","d","peter","d",1
"141",-0.209710542542083,5,"hi","f","cindy","a",2
"142",1.87439234132342,0,"med","d","marcia","c",4
"143",1.81910357013575,5,"lo","d","bobby","d",4
"144",1.04377922447579,5,"med","d","peter","d",4
"145",2.03486875608381,3,"hi","f","marcia","d",4
"146",-0.699557569184487,1,"hi","f","cindy","d",4
"147",-0.00611343753042384,6,"lo","a","cindy","c",5
"148",-0.558184061167829,2,"med","a","greg","b",1
"149",-0.207106375939934,2,"lo","a","marcia","f",5
"150",-0.981863316051628,1,"lo","c","bobby","f",2
"151",0.161806436176255,7,"lo","a","marcia","b",1
"152",-1.16416329336555,0,"med","b","greg","f",2
"153",-0.675188545906597,4,"med","a","greg","d",4
"154",-0.107364736028144,4,"med","f","peter","b",3
"155",3.03308286224646,1,"med","c","bobby","d",5
"156",0.664842522792562,3,"med","d","marcia","c",2
"157",-1.00725896393936,1,"lo","c","marcia","b",1
"158",3.75437994411994,1,"hi","c","bobby","a",5
"159",2.54796365771068,1,"hi","c","peter","f",1
"160",-0.303892268928141,999,"lo","a","peter","b",5
"161",0.190744454190767,999,"hi","a","marcia","f",4
"162",0.0980072324646102,4,"hi","c","bobby","a",1
"163",-1.15003182857003,5,"hi","b","marcia","b",1
"164",-0.164919940087202,4,"lo","b","bobby","b",5
"165",-0.976420028018742,1,"hi","a","bobby","b",1
"166",1.05365712869333,3,"lo","c","peter","c",5
"167",0.254633477265276,3,"hi","f","cindy","c",2
"168",-0.746100358681477,1,"lo","c","greg","a",5
"169",0.491668932724724,2,"hi","a","cindy","f",4
"170",-0.953543494035768,4,"hi","d","cindy","c",1
"171",0.0783852796091861,5,"hi","d","peter","f",4
"172",1.37879431297328,1,"med","b","marcia","b",3
"173",1.77189449023218,2,"med","b","peter","c",4
"174",1.27203903154108,2,"lo","d","peter","f",4
"175",-2.05069919230228,999,"lo","c","bobby","b",4
"176",0.992038391804073,2,"lo","d","greg","b",5
"177",0.846111670814523,3,"med","c","cindy","f",3
"178",0.315124824468085,3,"med","a","greg","f",4
"179",-0.687167617031188,2,"lo","a","cindy","a",4
"180",0.453079626686227,2,"hi","c","bobby","b",3
"181",-1.31025356697165,1,"lo","d","greg","d",4
"182",3.05063482856471,0,"lo","a","peter","a",1
"183",-0.115926139360222,2,"lo","b","peter","c",2
"184",-0.94645406312136,0,"lo","d","cindy","d",1
"185",-0.210471171859763,1,"med","f","cindy","c",2
"186",-999,4,"hi","b","bobby","b",1
"187",1.0341025526467,2,"lo","d","marcia","d",5
"188",-0.185675344408618,4,"hi","c","greg","c",1
"189",-1.2214350072803,7,"hi","b","marcia","b",5
"190",0.108841071525196,3,"hi","c","bobby","a",3
"191",0.586408613694767,4,"hi","c","bobby","a",2
"192",0.0352825597933717,4,"med","f","bobby","c",5
"193",-0.991009298257948,1,"lo","f","marcia","f",3
"194",-0.122275624599962,6,"hi","b","marcia","b",2
"195",-0.542525894976662,999,"hi","a","cindy","d",1
"196",1.21742427657874,0,"lo","b","peter","a",4
"197",1.08709574735151,4,"hi","d","bobby","f",3
"198",1.15429542198611,4,"lo","c","bobby","d",1
"199",1.48108373997703,4,"hi","a","peter","b",3
"200",0.476850789749873,2,"lo","c","marcia","f",2
